"","paper_no","author","term","n","total"
"36856",40,"Madison","reflection",1,3014
"36857",40,"Madison","refusing",1,3014
"36858",40,"Madison","regular",1,3014
"36859",40,"Madison","regulation",1,3014
"36860",40,"Madison","remain",1,3014
"36861",40,"Madison","remark",1,3014
"36862",40,"Madison","remedy",1,3014
"36863",40,"Madison","repeatedly",1,3014
"36864",40,"Madison","report",1,3014
"36865",40,"Madison","required",1,3014
"36866",40,"Madison","requiring",1,3014
"36867",40,"Madison","reserve",1,3014
"36868",40,"Madison","resolved",1,3014
"36869",40,"Madison","respectable",1,3014
"36870",40,"Madison","respective",1,3014
"36871",40,"Madison","revenue",1,3014
"36872",40,"Madison","revising",1,3014
"36873",40,"Madison","right",1,3014
"36874",40,"Madison","rights",1,3014
"36875",40,"Madison","rigid",1,3014
"36876",40,"Madison","rigor",1,3014
"36877",40,"Madison","sacrificing",1,3014
"36878",40,"Madison","scruples",1,3014
"36879",40,"Madison","scrupulous",1,3014
"36880",40,"Madison","secret",1,3014
"36881",40,"Madison","seem",1,3014
"36882",40,"Madison","sending",1,3014
"36883",40,"Madison","sentence",1,3014
"36884",40,"Madison","sentiments",1,3014
"36885",40,"Madison","september",1,3014
"36886",40,"Madison","servants",1,3014
"36887",40,"Madison","set",1,3014
"36888",40,"Madison","shown",1,3014
"36889",40,"Madison","since",1,3014
"36890",40,"Madison","single",1,3014
"36891",40,"Madison","singular",1,3014
"36892",40,"Madison","situation",1,3014
"36893",40,"Madison","sixtieth",1,3014
"36894",40,"Madison","sixtieths",1,3014
"36895",40,"Madison","sole",1,3014
"36896",40,"Madison","solemn",1,3014
"36897",40,"Madison","solemnity",1,3014
"36898",40,"Madison","sovereign",1,3014
"36899",40,"Madison","sovereigns",1,3014
"36900",40,"Madison","sovereignty",1,3014
"36901",40,"Madison","spontaneously",1,3014
"36902",40,"Madison","st",1,3014
"36903",40,"Madison","stamped",1,3014
"36904",40,"Madison","stands",1,3014
"36905",40,"Madison","stood",1,3014
"36906",40,"Madison","stress",1,3014
"36907",40,"Madison","strictness",1,3014
"36908",40,"Madison","subjecting",1,3014
"36909",40,"Madison","substantial",1,3014
"36910",40,"Madison","sufficient",1,3014
"36911",40,"Madison","suggested",1,3014
"36912",40,"Madison","sullen",1,3014
"36913",40,"Madison","sum",1,3014
"36914",40,"Madison","supplied",1,3014
"36915",40,"Madison","support",1,3014
"36916",40,"Madison","supposition",1,3014
"36917",40,"Madison","supreme",1,3014
"36918",40,"Madison","surely",1,3014
"36919",40,"Madison","susceptible",1,3014
"36920",40,"Madison","swarmed",1,3014
"36921",40,"Madison","take",1,3014
"36922",40,"Madison","tenor",1,3014
"36923",40,"Madison","th",1,3014
"36924",40,"Madison","third",1,3014
"36925",40,"Madison","thirteen",1,3014
"36926",40,"Madison","thirteenth",1,3014
"36927",40,"Madison","though",1,3014
"36928",40,"Madison","threatened",1,3014
"36929",40,"Madison","throughout",1,3014
"36930",40,"Madison","time",1,3014
"36931",40,"Madison","timed",1,3014
"36932",40,"Madison","touched",1,3014
"36933",40,"Madison","transcendent",1,3014
"36934",40,"Madison","transformation",1,3014
"36935",40,"Madison","transmutation",1,3014
"36936",40,"Madison","trial",1,3014
"36937",40,"Madison","trials",1,3014
"36938",40,"Madison","tribute",1,3014
"36939",40,"Madison","tried",1,3014
"36940",40,"Madison","truth",1,3014
"36941",40,"Madison","turned",1,3014
"36942",40,"Madison","uncertainties",1,3014
"36943",40,"Madison","understood",1,3014
"36944",40,"Madison","unenumerated",1,3014
"36945",40,"Madison","ungranted",1,3014
"36946",40,"Madison","universal",1,3014
"36947",40,"Madison","universally",1,3014
"36948",40,"Madison","unless",1,3014
"36949",40,"Madison","urgent",1,3014
"36950",40,"Madison","utterly",1,3014
"36951",40,"Madison","variance",1,3014
"36952",40,"Madison","varied",1,3014
"36953",40,"Madison","variety",1,3014
"36954",40,"Madison","vested",1,3014
"36955",40,"Madison","views",1,3014
"36956",40,"Madison","violated",1,3014
"36957",40,"Madison","virginia",1,3014
"36958",40,"Madison","virtuous",1,3014
"36959",40,"Madison","waived",1,3014
"36960",40,"Madison","weights",1,3014
"36961",40,"Madison","well",1,3014
"36962",40,"Madison","whatever",1,3014
"36963",40,"Madison","wholly",1,3014
"36964",40,"Madison","wished",1,3014
"36965",40,"Madison","words",1,3014
"36966",40,"Madison","world",1,3014
"36967",40,"Madison","worthy",1,3014
"36968",40,"Madison","wounded",1,3014
"36969",40,"Madison","written",1,3014
"36970",40,"Madison","zeal",1,3014
"36971",41,"Madison","abroad",1,3540
"36972",41,"Madison","absurdity",1,3540
"36973",41,"Madison","abused",1,3540
"36974",41,"Madison","abuses",1,3540
"36975",41,"Madison","accommodate",1,3540
"36976",41,"Madison","acts",1,3540
"36977",41,"Madison","added",1,3540
"36978",41,"Madison","addition",1,3540
"36979",41,"Madison","additional",1,3540
"36980",41,"Madison","address",1,3540
"36981",41,"Madison","adequate",1,3540
"36982",41,"Madison","admissible",1,3540
"36983",41,"Madison","admit",1,3540
"36984",41,"Madison","advance",1,3540
"36985",41,"Madison","advantages",1,3540
"36986",41,"Madison","adventurers",1,3540
"36987",41,"Madison","affairs",1,3540
"36988",41,"Madison","again",1,3540
"36989",41,"Madison","aggregate",1,3540
"36990",41,"Madison","ago",1,3540
"36991",41,"Madison","alleged",1,3540
"36992",41,"Madison","allegiance",1,3540
"36993",41,"Madison","allowed",1,3540
"36994",41,"Madison","alloy",1,3540
"36995",41,"Madison","alluded",1,3540
"36996",41,"Madison","alone",1,3540
"36997",41,"Madison","also",1,3540
"36998",41,"Madison","altogether",1,3540
"36999",41,"Madison","amounts",1,3540
"37000",41,"Madison","ample",1,3540
"37001",41,"Madison","animosities",1,3540
"37002",41,"Madison","annual",1,3540
"37003",41,"Madison","anticipated",1,3540
"37004",41,"Madison","anxiety",1,3540
"37005",41,"Madison","appeal",1,3540
"37006",41,"Madison","appears",1,3540
"37007",41,"Madison","arguments",1,3540
"37008",41,"Madison","arise",1,3540
"37009",41,"Madison","artificial",1,3540
"37010",41,"Madison","ascertain",1,3540
"37011",41,"Madison","ascribed",1,3540
"37012",41,"Madison","assembly",1,3540
"37013",41,"Madison","atlantic",1,3540
"37014",41,"Madison","attaching",1,3540
"37015",41,"Madison","attachment",1,3540
"37016",41,"Madison","attended",1,3540
"37017",41,"Madison","attending",1,3540
"37018",41,"Madison","augmentation",1,3540
"37019",41,"Madison","authority",1,3540
"37020",41,"Madison","avowed",1,3540
"37021",41,"Madison","awakened",1,3540
"37022",41,"Madison","awkward",1,3540
"37023",41,"Madison","bad",1,3540
"37024",41,"Madison","barbarians",1,3540
"37025",41,"Madison","barriers",1,3540
"37026",41,"Madison","batteries",1,3540
"37027",41,"Madison","bear",1,3540
"37028",41,"Madison","because",1,3540
"37029",41,"Madison","beds",1,3540
"37030",41,"Madison","before",1,3540
"37031",41,"Madison","begun",1,3540
"37032",41,"Madison","beneficial",1,3540
"37033",41,"Madison","best",1,3540
"37034",41,"Madison","betray",1,3540
"37035",41,"Madison","between",1,3540
"37036",41,"Madison","beyond",1,3540
"37037",41,"Madison","blended",1,3540
"37038",41,"Madison","blunders",1,3540
"37039",41,"Madison","blush",1,3540
"37040",41,"Madison","bordering",1,3540
"37041",41,"Madison","boundless",1,3540
"37042",41,"Madison","bounties",1,3540
"37043",41,"Madison","branches",1,3540
"37044",41,"Madison","burdensome",1,3540
"37045",41,"Madison","calamities",1,3540
"37046",41,"Madison","calculations",1,3540
"37047",41,"Madison","call",1,3540
"37048",41,"Madison","called",1,3540
"37049",41,"Madison","candid",1,3540
"37050",41,"Madison","candor",1,3540
"37051",41,"Madison","capable",1,3540
"37052",41,"Madison","capacity",1,3540
"37053",41,"Madison","cause",1,3540
"37054",41,"Madison","causes",1,3540
"37055",41,"Madison","cements",1,3540
"37056",41,"Madison","censure",1,3540
"37057",41,"Madison","century",1,3540
"37058",41,"Madison","chains",1,3540
"37059",41,"Madison","charges",1,3540
"37060",41,"Madison","charging",1,3540
"37061",41,"Madison","cheat",1,3540
"37062",41,"Madison","cherish",1,3540
"37063",41,"Madison","choice",1,3540
"37064",41,"Madison","chosen",1,3540
"37065",41,"Madison","circumspection",1,3540
"37066",41,"Madison","cited",1,3540
"37067",41,"Madison","civil",1,3540
"37068",41,"Madison","claims",1,3540
"37069",41,"Madison","classes",1,3540
"37070",41,"Madison","clear",1,3540
"37071",41,"Madison","clearest",1,3540
"37072",41,"Madison","clearly",1,3540
"37073",41,"Madison","collect",1,3540
"37074",41,"Madison","colored",1,3540
"37075",41,"Madison","combat",1,3540
"37076",41,"Madison","combine",1,3540
"37077",41,"Madison","commission",1,3540
"37078",41,"Madison","committed",1,3540
"37079",41,"Madison","commons",1,3540
"37080",41,"Madison","compelled",1,3540
"37081",41,"Madison","compliances",1,3540
"37082",41,"Madison","conclusive",1,3540
"37083",41,"Madison","condemnation",1,3540
"37084",41,"Madison","condition",1,3540
"37085",41,"Madison","confided",1,3540
"37086",41,"Madison","confined",1,3540
"37087",41,"Madison","confirm",1,3540
"37088",41,"Madison","conflagration",1,3540
"37089",41,"Madison","confound",1,3540
"37090",41,"Madison","considerations",1,3540
"37091",41,"Madison","consist",1,3540
"37092",41,"Madison","constantly",1,3540
"37093",41,"Madison","constitutional",1,3540
"37094",41,"Madison","construction",1,3540
"37095",41,"Madison","construe",1,3540
"37096",41,"Madison","consumed",1,3540
"37097",41,"Madison","consumers",1,3540
"37098",41,"Madison","contemplate",1,3540
"37099",41,"Madison","contend",1,3540
"37100",41,"Madison","contentions",1,3540
"37101",41,"Madison","continent",1,3540
"37102",41,"Madison","continuance",1,3540
"37103",41,"Madison","continue",1,3540
"37104",41,"Madison","continues",1,3540
"37105",41,"Madison","contrary",1,3540
"37106",41,"Madison","conveniently",1,3540
"37107",41,"Madison","conveyances",1,3540
"37108",41,"Madison","conviction",1,3540
"37109",41,"Madison","cool",1,3540
"37110",41,"Madison","correct",1,3540
"37111",41,"Madison","correspond",1,3540
"37112",41,"Madison","corresponding",1,3540
"37113",41,"Madison","councils",1,3540
"37114",41,"Madison","countries",1,3540
"37115",41,"Madison","country",1,3540
"37116",41,"Madison","course",1,3540
"37117",41,"Madison","critical",1,3540
"37118",41,"Madison","crown",1,3540
"37119",41,"Madison","crushed",1,3540
"37120",41,"Madison","dangers",1,3540
"37121",41,"Madison","date",1,3540
"37122",41,"Madison","debts",1,3540
"37123",41,"Madison","decided",1,3540
"37124",41,"Madison","decision",1,3540
"37125",41,"Madison","declamation",1,3540
"37126",41,"Madison","decrease",1,3540
"37127",41,"Madison","deeply",1,3540
"37128",41,"Madison","defined",1,3540
"37129",41,"Madison","definition",1,3540
"37130",41,"Madison","defrayed",1,3540
"37131",41,"Madison","demands",1,3540
"37132",41,"Madison","depredations",1,3540
"37133",41,"Madison","derived",1,3540
"37134",41,"Madison","deriving",1,3540
"37135",41,"Madison","descents",1,3540
"37136",41,"Madison","described",1,3540
"37137",41,"Madison","describing",1,3540
"37138",41,"Madison","desiring",1,3540
"37139",41,"Madison","destroy",1,3540
"37140",41,"Madison","destroys",1,3540
"37141",41,"Madison","determined",1,3540
"37142",41,"Madison","detriment",1,3540
"37143",41,"Madison","dictates",1,3540
"37144",41,"Madison","did",1,3540
"37145",41,"Madison","dilemma",1,3540
"37146",41,"Madison","diminishing",1,3540
"37147",41,"Madison","disastrous",1,3540
"37148",41,"Madison","disband",1,3540
"37149",41,"Madison","disciplined",1,3540
"37150",41,"Madison","discouraging",1,3540
"37151",41,"Madison","display",1,3540
"37152",41,"Madison","disregarding",1,3540
"37153",41,"Madison","dissolution",1,3540
"37154",41,"Madison","distance",1,3540
"37155",41,"Madison","distress",1,3540
"37156",41,"Madison","distribution",1,3540
"37157",41,"Madison","district",1,3540
"37158",41,"Madison","disunion",1,3540
"37159",41,"Madison","domestic",1,3540
"37160",41,"Madison","done",1,3540
"37161",41,"Madison","doubted",1,3540
"37162",41,"Madison","doubtful",1,3540
"37163",41,"Madison","down",1,3540
"37164",41,"Madison","duration",1,3540
"37165",41,"Madison","dwell",1,3540
"37166",41,"Madison","each",1,3540
"37167",41,"Madison","eastern",1,3540
"37168",41,"Madison","echoed",1,3540
"37169",41,"Madison","effect",1,3540
"37170",41,"Madison","efficacy",1,3540
"37171",41,"Madison","efficient",1,3540
"37172",41,"Madison","eighth",1,3540
"37173",41,"Madison","electors",1,3540
"37174",41,"Madison","element",1,3540
"37175",41,"Madison","emporium",1,3540
"37176",41,"Madison","encouragement",1,3540
"37177",41,"Madison","end",1,3540
"37178",41,"Madison","enemy",1,3540
"37179",41,"Madison","enlist",1,3540
"37180",41,"Madison","enter",1,3540
"37181",41,"Madison","entertained",1,3540
"37182",41,"Madison","entire",1,3540
"37183",41,"Madison","epoch",1,3540
"37184",41,"Madison","equal",1,3540
"37185",41,"Madison","equipping",1,3540
"37186",41,"Madison","error",1,3540
"37187",41,"Madison","escaped",1,3540
"37188",41,"Madison","establishes",1,3540
"37189",41,"Madison","etc",1,3540
"37190",41,"Madison","european",1,3540
"37191",41,"Madison","event",1,3540
"37192",41,"Madison","events",1,3540
"37193",41,"Madison","everywhere",1,3540
"37194",41,"Madison","evils",1,3540
"37195",41,"Madison","exactions",1,3540
"37196",41,"Madison","examined",1,3540
"37197",41,"Madison","exceptions",1,3540
"37198",41,"Madison","excises",1,3540
"37199",41,"Madison","excluded",1,3540
"37200",41,"Madison","exemplification",1,3540
"37201",41,"Madison","exercise",1,3540
"37202",41,"Madison","exercised",1,3540
"37203",41,"Madison","exert",1,3540
"37204",41,"Madison","exerted",1,3540
"37205",41,"Madison","exhibited",1,3540
"37206",41,"Madison","exhibits",1,3540
"37207",41,"Madison","existed",1,3540
"37208",41,"Madison","exists",1,3540
"37209",41,"Madison","expenses",1,3540
"37210",41,"Madison","explained",1,3540
"37211",41,"Madison","exportation",1,3540
"37212",41,"Madison","exposed",1,3540
"37213",41,"Madison","expounded",1,3540
"37214",41,"Madison","expressed",1,3540
"37215",41,"Madison","expressly",1,3540
"37216",41,"Madison","extend",1,3540
"37217",41,"Madison","external",1,3540
"37218",41,"Madison","extraordinary",1,3540
"37219",41,"Madison","eyes",1,3540
"37220",41,"Madison","face",1,3540
"37221",41,"Madison","fact",1,3540
"37222",41,"Madison","fails",1,3540
"37223",41,"Madison","fair",1,3540
"37224",41,"Madison","fallacious",1,3540
"37225",41,"Madison","fallacy",1,3540
"37226",41,"Madison","falling",1,3540
"37227",41,"Madison","fatal",1,3540
"37228",41,"Madison","fears",1,3540
"37229",41,"Madison","feel",1,3540
"37230",41,"Madison","fierce",1,3540
"37231",41,"Madison","fifteenth",1,3540
"37232",41,"Madison","fifty",1,3540
"37233",41,"Madison","final",1,3540
"37234",41,"Madison","find",1,3540
"37235",41,"Madison","fixes",1,3540
"37236",41,"Madison","flatter",1,3540
"37237",41,"Madison","follow",1,3540
"37238",41,"Madison","following",1,3540
"37239",41,"Madison","follows",1,3540
"37240",41,"Madison","forbidding",1,3540
"37241",41,"Madison","forced",1,3540
"37242",41,"Madison","foregoing",1,3540
"37243",41,"Madison","forgotten",1,3540
"37244",41,"Madison","forms",1,3540
"37245",41,"Madison","fortifying",1,3540
"37246",41,"Madison","fortune",1,3540
"37247",41,"Madison","fortunes",1,3540
"37248",41,"Madison","found",1,3540
"37249",41,"Madison","freedom",1,3540
"37250",41,"Madison","freely",1,3540
"37251",41,"Madison","frontier",1,3540
"37252",41,"Madison","frontiers",1,3540
"37253",41,"Madison","fugitive",1,3540
"37254",41,"Madison","full",1,3540
"37255",41,"Madison","germ",1,3540
"37256",41,"Madison","gives",1,3540
"37257",41,"Madison","giving",1,3540
"37258",41,"Madison","globe",1,3540
"37259",41,"Madison","granting",1,3540
"37260",41,"Madison","greatest",1,3540
"37261",41,"Madison","grounded",1,3540
"37262",41,"Madison","guard",1,3540
"37263",41,"Madison","guards",1,3540
"37264",41,"Madison","handful",1,3540
"37265",41,"Madison","handling",1,3540
"37266",41,"Madison","hands",1,3540
"37267",41,"Madison","happily",1,3540
"37268",41,"Madison","happiness",1,3540
"37269",41,"Madison","happy",1,3540
"37270",41,"Madison","harmony",1,3540
"37271",41,"Madison","he",1,3540
"37272",41,"Madison","heart",1,3540
"37273",41,"Madison","hers",1,3540
"37274",41,"Madison","herself",1,3540
"37275",41,"Madison","highly",1,3540
"37276",41,"Madison","hitherto",1,3540
"37277",41,"Madison","hope",1,3540
"37278",41,"Madison","hostage",1,3540
"37279",41,"Madison","hostile",1,3540
"37280",41,"Madison","house",1,3540
"37281",41,"Madison","human",1,3540
"37282",41,"Madison","hundred",1,3540
"37283",41,"Madison","idea",1,3540
"37284",41,"Madison","ideas",1,3540
"37285",41,"Madison","identical",1,3540
"37286",41,"Madison","ignominious",1,3540
"37287",41,"Madison","imitation",1,3540
"37288",41,"Madison","import",1,3540
"37289",41,"Madison","importation",1,3540
"37290",41,"Madison","imposed",1,3540
"37291",41,"Madison","imposts",1,3540
"37292",41,"Madison","impregnable",1,3540
"37293",41,"Madison","impulse",1,3540
"37294",41,"Madison","inauspicious",1,3540
"37295",41,"Madison","incident",1,3540
"37296",41,"Madison","included",1,3540
"37297",41,"Madison","including",1,3540
"37298",41,"Madison","incurred",1,3540
"37299",41,"Madison","indebted",1,3540
"37300",41,"Madison","inhabitants",1,3540
"37301",41,"Madison","injurious",1,3540
"37302",41,"Madison","inserted",1,3540
"37303",41,"Madison","instances",1,3540
"37304",41,"Madison","instead",1,3540
